Symbol,US Trading Venue,Trading Date,OTC Tier,Caveat Emptor,Security Type,Security Class,Security Name,Country of Domicile,Company Name
GOHE,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GLOBAL PAYOUT INC,USA,"Global Payout, Inc."
GOHG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL HOLDINGS INC,USA,"Global Holdings, Inc."
GOIG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOIP GLOBAL INC,USA,"GoIP Global, Inc."
GOLDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,PELE MOUNTAIN RES INC,Canada,"Pele Mountain Resources, Inc."
GOLHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GOLDEN HOPE MINES LTD,Canada,Golden Hope Mines Ltd.
GOLU,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOLD UNION INC,Malaysia,Gold Union Inc.
GOMRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GEOMEGA RESOURCES INC ORD,Canada,"Geomega Resources, Inc."
GOOI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOOI GLOBAL INC,USA,"Gooi Global, Inc."
GOOO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOOOGREEN INC,USA,"GoooGreen, Inc."
GOOXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GIVOT OLAM OIL EXPLOR LP,Israel,Givot Olam Oil Exploration LP
GOPG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GO-PAGE CORP,USA,Go-Page Corporation
GOPH,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GOPHER PROTOCOL INC,USA,"Gopher Protocol, Inc"
GORAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GOLDREA RES CORP ORD,Canada,Goldrea Resources Inc.
GORL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GORDON (I) CORP,USA,Gordon (I.) Corp.
GOSY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GECKOSYSTEMS INTL CORP,USA,GeckoSystems Intl. Corp.
GOVB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOUVERNEUR BNCRP INC,USA,"Gouverneur Bancorp, Inc."
GOVX,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GEOVAX LABS INC,USA,"GeoVax Labs, Inc."
GPDB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN POLKADOT BOX INC,USA,Green PolkaDot Box Inc.
GPDNF,OTC Link,04/01/2018,OTCQX International Premier,N,Ordinary Shares,,GROUPE DANONE,France,Danone
GPEDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GRUPPO EDITORL L'E U/ADR,Italy,Gruppo Editoriale L'Espresso Spa
GPFOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRUPO FIN INBURSA SA O,Mexico,"Grupo Financiero Inbursa, S.A. de C.V."
GPFOY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GRUPO FIN INBURSA S/ADR,Mexico,"Grupo Financiero Inbursa, S.A. de C.V."
GPGC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GLOBAL POLE TRUSION GROUP,USA,Global Pole Trusion Group Corp.
GPGRF,OTC Link,04/01/2018,OTC Pink Current,N,Other Security Type,,COATS GROUP PLC CDI,United Kingdom,Coats Group PLC
GPHBF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,GRAPHENE 3D LAB INC ORD,USA,"Graphene 3D Lab, Inc."
GPHG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL PHARM HLDGS GRP,China,"Global Pharm Holdings Group, Inc."
GPHOF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,GRAPHITE ONE RES INC,Canada,"Graphite One Resources, Inc."
GPIW,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GRAND PERFECTA INC,Japan,"Grand Perfecta, Inc."
GPKMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GOLDEN PEAK MINERALS ORD,Canada,"Golden Peak Minerals, Inc."
GPKUF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRAND PEAK CAPITAL CP,Canada,Grand Peak Capital Corp.
GPLA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GAMEPLAN INC,USA,"GamePlan, Inc."
GPLB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREEN PLANET BIOENGR,USA,Green Planet Bioengineering Co. Ltd.
GPLS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GEOPULSE EXPLORATIONS INC,USA,"Geopulse Explorations, Inc."
GPMCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,C,GRUPO MODELO ORD C,Mexico,Grupo Modelo S.A. de C.V.
GPNC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GRANDPOINT CAPITAL INC,USA,"Grandpoint Capital, Inc."
GPNE,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,NEXT GRAPHITE INC,USA,"Next Graphite, Inc."
GPOVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,GRUPO CARSO SA DE CV A,Mexico,Grupo Carso S.A. de CV
GPOVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GRUPO CARSO SA S/ADR,Mexico,Grupo Carso S.A. de CV
GPSI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GENERAL PAYMENT SYS INC,USA,General Payment Systems Inc.
GPTC,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GOLDEN PATRIOT CORP,USA,Golden Patriot Corp.
GPTGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GPT GROUP STAPLED SEC,,GPT Group
GPTX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL PAYMENT TECHS INC,USA,"Global Payment Technologies, Inc."
GPVRF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,GREENPOWER MOTOR INC. ORD,Canada,GreenPower Motor Company Inc.
GPVSY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,IALBATROS GRP SA SPNS/ADR,Poland,iAlbatros Group SA
GPXM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLDEN PHOENIX MINERALS,USA,"Golden Phoenix Minerals, Inc."
GQMNF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,GOLDEN QUEEN MNG LTD,Canada,Golden Queen Mining Co. Ltd.
GRAS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENFIELD FARMS FOOD,USA,"Greenfield Farms Food, Inc."
GRBMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,GRUPO BIMBO SA A,Mexico,Grupo Bimbo S.A.
GRCK,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GREY CLOAK TECH INC,USA,GREY CLOAK TECH INC
GRCLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRAINCORP LTD,Australia,GrainCorp Ltd.
GRCO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREENBELT RESOURCES CORP,USA,Greenbelt Resources Corp.
GRCU,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREEN CURES & BOTANICAL,USA,Green Cures & Botanical Distribution Inc.
GRCV,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GRAND CAPITAL VNTRS INC,USA,"Grand Capital Ventures, Inc."
GRDLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GRINDROD LTD UNSP/ADR,South Africa,Grindrod Ltd.
GRDO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GUARD DOG INC A,USA,"Guard Dog, Inc."
GREEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREEN REIT PLC SHS ORD,Ireland,Green Reit Plc Shs
GREN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENSMART CORP,China,GreenSmart Corp.
GREZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREE INC ORD,,Gree Inc.
GRGSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRIEG SEAFOOD ASA ORD,,Grieg Seafood ASA
GRKZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREEK ORGANISTN FOOTBALL,Greece,Greek Organisation of Football Prognostics SA
GRLD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GRILLED CHEESE TRUCK INC,USA,"Grilled Cheese Truck, Inc."
GRLF,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN LEAF INNOVATNS INC,USA,"Green Leaf Innovations, Inc."
GRLT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GRILLIT INC,USA,"Grillit, Inc."
GRMC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOLDRICH MINING CO,USA,Goldrich Mining Company
GRMM,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GROM SOCIAL ENTERPRISES,USA,"Grom Social Enterprises, Inc."
GRMS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN ENRGY MGMT SVCS,USA,"Green Energy Management Services Holdings, Inc."
GRMX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GARMATEX HOLDINGS LTD,Canada,Garmatex Holdings Ltd.
GRNBF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREENBANK CAP INC,Canada,Greenbank Cap Inc
GRNE,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREEN ENDEAVORS INC,USA,"Green Endeavors, Inc."
GRNH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREENGRO TECHS INC,USA,"GreenGro Technologies, Inc."
GRNL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENLITE VNTRS INC,USA,"Greenlite Ventures, Inc."
GRNO,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GREEN OASIS ENVIRNMNTL,Canada,"Green Oasis Environmental, Inc."
GRNQ,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GREENPRO CAPITAL CORP,Hong Kong,Greenpro Capital Corp.
GROC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREAT ROCK DEV CORP,Canada,Great Rock Development Corp
GROG,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GROGENESIS INC,USA,"GroGenesis, Inc."
GROLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,PETROTARG AB ORD,USA,Petrotarg AB
GROUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GRAFTON GROUP UNSP/ADR,Ireland,Grafton Group Plc
GRPAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRUPO AEROMEXICO SAB,,Grupo Aeromexico SAB DE CV
GRPBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRUPO LALA SAB ORD,Mexico,Grupo Lala SAB de CV
GRPEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRAPHENE NANOCHEM PLC,United Kingdom,Graphene Nanochem Plc
GRPFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRUPO TELEVISA S.A CV ORD,Mexico,Grupo Televisa S.A.
GRPH,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GRAPHITE CORP,USA,Graphite Corp.
GRPS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLD RIVER PRODS INC,USA,"Gold River Productions, Inc."
GRPTY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GROUPE EUROTUNNL UNSP/ADR,United Kingdom,Groupe Eurotunnel GET
GRPV,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GRIPEVINE INC.,Canada,Gripevine Inc.
GRPX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENPLEX SERVICES INC,USA,"Greenplex Services, Inc."
GRRB,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GRANDSOUTH BNCRPRTN NEW,USA,GrandSouth Bancorporation
GRSO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GROW SOLUTIONS HLDGS,USA,"Grow Solutions Holdings, Inc."
GRST,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ETHEMA HEALTH CORPORATION,USA,Ethema Health Corporation
GRSU,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENHOUSE SLTSN INC,USA,"Greenhouse Solutions, Inc."
GRTYA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,A,GUARANTY CORP A,USA,Guaranty Corp.
GRUA,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GARUDA CAPITAL CORP,Canada,Garuda Capital Corp.
GRVWF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREATVIEW ASEPTIC PCKG CO,,Greatview Aseptic Packaging Company Ltd.
GRWC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GROW CONDOS INC,USA,"Grow Condos, Inc."
GRWG,OTC Link,04/01/2018,OTCQX U.S.,N,Common Stock,,GROWGENERATION CORP,USA,GrowGeneration Corp.
GRXXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRAPHITE ENERGY CORP,Canada,Graphite Energy Corp.
GRYEF,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AU MIN AFRICA PTY LTD,South Africa,"AU MIN AFRICA PTY, LTD."
GRYIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GERRY WEBBER INTL AG ORD,Germany,Gerry Webber International AG
GRYN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN HYGIENICS HLDGS INC,Canada,Green Hygienics Holdings Inc.
GRYO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GRYPHON RESOURCES INC,USA,"Gryphon Resources, Inc."
GSAC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GELSTAT CORP,USA,GelStat Corp.
GSBX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOLDEN STATE BANCORP,USA,Golden State Bancorp
GSDC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLDSANDS DEV CO,Peru,Goldsands Development Co.
GSEFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,FONCIERE DES REGIONS MET,,"Fonciere Des Regions, Metz"
GSEG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SATYA WORLDWIDE INC,USA,Satya Worldwide Inc.
GSET,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GLOBAL SENIOR ENTERPRS,USA,Global Senior Enterprises Inc.
GSFD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL SEAFOOD TECH INC,USA,"Global Seafood Technologies, Inc."
GSGG,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GSG GROUP INC,Democratic Kampuchea,GSG Group Inc.
GSHN,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GUSHEN INC,Malaysia,Gushen Inc.
GSIH,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GENERAL STEEL HLDGS INC,China,"General Steel Holdings, Inc."
GSMGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,INDIANA RES LTD ORD,Australia,Indiana Res Ltd.
GSML,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,G&S MINERALS INC,USA,"G&S Minerals, Inc."
GSNC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL ESCIENCE CORP,USA,Global eScience Corp.
GSPE,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GULFSLOPE ENERGY INC,USA,"Gulfslope Energy, Inc."
GSPH,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GEOSPATIAL CORPORATION,USA,Geospatial Corporation
GSPI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN STAR PRODUCTS INC,USA,"Green Star Products, Inc."
GSPT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOLDEN STAR ENTERPRISE,USA,Golden Star Enterprises Ltd.
GSRX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREEN SPIRIT INDUSTRIES,USA,Green Spirit Industries Inc.
GSTB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREAT ST BK WILKESBORO NC,USA,Great State Bank Wilkesboro NC
GSUXF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,GOLDEN SUN MINING CRP ORD,Canada,Golden Sun Mining Corp.
GSVI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GSV INC,USA,"GSV, Inc."
GSWTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GETSWIFT LTD ORD,,Getswift Ltd.
GTBDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREAT BEAR RES LTD ORD,Canada,Great Bear Resources Ltd
GTBP,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GT BIOPHARMA INC,USA,GT Biopharma Inc.
GTCP,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GEORGETOWN CORP,USA,Georgetown Corp
GTGN,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GO2GREEN LANDSCAPING,USA,"Go2Green Landscaping, Inc."
GTGR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLDEN TECH GROUP LTD,China,"Golden Tech Group, Ltd."
GTGT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GTG VENTURES INC,Taiwan,"GTG Ventures, Inc."
GTHKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GENTING HONG KONG LTD ORD,China,Genting Hong Kong Ltd.
GTHP,OTC Link/BB,04/01/2018,OTCQB,N,Common Stock,,GUIDED THERAPEUTICS NEW,USA,"Guided Therapeutics, Inc."
GTHR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GENETHERA INC,USA,"GeneThera, Inc."
GTII,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GLOBAL TECH INDUSTRIES,USA,"Global Tech Industries Group, Inc."
GTLA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GT LEGEND AUTOMTVE HLDGS,USA,GT Legend Automotive Holdings Inc.
GTLL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,A,GLOBAL TECHS LTD,USA,"Global Technologies, Ltd."
GTMAY,OTC Link,04/01/2018,OTCQB,N,American Depository Receipts,,GRUPO TMM SAB  ADR A NEW,Mexico,Grupo TMM S.A.B.
GTMEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GLOBE TELECOM INC,Philippines,"Globe Telecom, Inc."
GTMEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GLOBE TELECOM UNSP/ADR,Philippines,"Globe Telecom, Inc."
GTMM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GUITAMMER CO,USA,The Guitammer Company
GTNM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLDEN TIME NETWORK,Hong Kong,Golden Time Network Marketing Limited
GTOFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GEMALTO NV ORD,The Netherlands,Gemalto NV
GTOMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GEMALTO NV S/ADR,The Netherlands,Gemalto NV
GTOR,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GOLD TORRENT INC,USA,"Gold Torrent, Inc."
GTPS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GREAT AMER BANCORP INC,USA,"Great American Bancorp, Inc."
GTRL,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GET REAL USA INC,USA,"Get Real USA, Inc."
GTRQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOTRAQ INC,USA,GoTraq Inc.
GTSO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN TECH SLTNS INC NEW,USA,"Green Technology Solutions, Inc."
GTTCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GATTACA PLC,,Gattaca PLC
GTTL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GETELMAN CORP,USA,Getelman Corp
GTVI,OTC Link,04/01/2018,OTCQB,N,Common Stock,,JOWAY HEALTH INDUSTRIES,China,Joway Health Industries Group Inc.
GTXO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GTX CORP,USA,GTX Corp.
GUAA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GUARANTY BANCORP INC,USA,"Guaranty Bancorp, Inc."
GUDDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,G U D HOLDINGS UNSP/ADR,Australia,GUD Holdings Ltd.
GUFAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRUPO FAMSA SA DE CV A,Mexico,Grupo Famsa Sa De Cv
GUKYF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,GULF KEYSTONE PET ORD NEW,Bermuda,Gulf Keystone Petroleum Ltd.
GULRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GUOCO GROUP,Hong Kong,Guoco Group Ltd.
GULRY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GUOCO GROUP LTD UNSP/ADR,Hong Kong,Guoco Group Ltd.
GULTU,OTC Link,04/01/2018,OTC Pink Current,N,Other Security Type,,GULF COAST ULTRA D/R UNIT,USA,Gulf Coast Ultra Deep Royalty Trust
GUORY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GL LTD UNSP/ADR,Singapore,GL LTD
GUYFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GUYANA GOLDFIELDS INC NEW,Canada,Guyana Goldfields Inc.
GVBT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN VISION BIOTECH,USA,Green Vision Biotechnology Corp.
GVCL,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GVCL VENTURES INC,USA,"GVCL Ventures, Inc."
GVCM,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GEOVIC MINING CORP,USA,Geovic Mining Corp.
GVDBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GIVAUDAN AG,Switzerland,Givaudan SA
GVDI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOLDEN VALLEY DEVELOPMENT,USA,"Golden Valley Development, Inc."
GVDNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GIVAUDAN SA UNSP/ADR,Switzerland,Givaudan SA
GVFF,OTC Link/BB,04/01/2018,OTC Pink Current,N,Common Stock,,GREENVILLE FEDERAL FINCL,USA,Greenville Federal Financial Corp.
GVHIB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,B,GLOBAL VISION HLDGS INC B,USA,"Global Vision Holdings, Inc."
GVLGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRENVILLE GOLD CP NEW,Canada,Grenville Gold Corp.
GVSI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOOD VIBRATIONS SHOES INC,USA,Good Vibrations Shoes Inc.
GVXNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GUERRERO VENTURES INC,Canada,"Guerrero Ventures, Inc."
GVXXF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,GOVIEX URANIUM CL A ORD,Canada,Goviex Uranium Inc
GVYB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,GOLDEN VALLEY BK CHICO CA,USA,"Golden Valley Bank (Chico, CA)"
GWAXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GWA GROUP LTD ADR,Australia,GWA Group Ltd.
GWBU,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREAT WALL BUILDERS  LTD,Italy,Great Wall Builders Ltd.
GWECY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GLOW ENERGY PCL,Thailand,"Glow Energy Public Co., Ltd."
GWEFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GLOW ENERGY PCL FGN REG,Thailand,"Glow Energy Public Co., Ltd."
GWIN,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,GLORYWIN ENTMT GROUP INC,China,"Glorywin Entertainment Group, Inc."
GWIO,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,GREAT WESTERN IRON ORE PP,USA,"Great Western Iron Ore Properties, Inc."
GWLIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREAT WEST LIFECO CDA,Canada,"Great-West Lifeco, Inc."
GWLLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREAT WALL MOTOR CO LTD H,China,"Great Wall Motor Company, Ltd."
GWLLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GREAT WALL MOTOR CO ADR,China,"Great Wall Motor Company, Ltd."
GWMGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GREAT WSTN MINRLS GRP LTD,Canada,Great Western Minerals Group Ltd.
GWOX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GOODHEART-WILLCOX CO INC,USA,"Goodheart-Willcox Co. (THE), Inc."
GWPRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GW PHARMS PLC,United Kingdom,GW Pharmaceuticals Plc.
GWSO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL WARMING SLTNS INC,Canada,"Global Warming Solutions, Inc."
GWTNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GRANDE WEST TRANS GRP ORD,,Grande West Transn Group Inc.
GWTR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GLOBAL WATER TECHS INC,USA,"Global Water Technologies, Inc."
GWYT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREENWAY TECHNOLOGY,USA,Greenway Technology
GXOCF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,GRANITE OIL CORP,Canada,Granite Oil Corp
GXSBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GEOX SPA BIADENE MNTBLLNA,Italy,Geox Spa Biadene di Montebelluna Tv
GXSBY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GEOX SPA UNSP/ADR,Italy,Geox Spa Biadene di Montebelluna Tv
GXXMD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,GEX MGMT INC NEW,USA,"GEX Management, Inc."
GXYEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GALAXY ENTMNT GROUP ORD,China,"Galaxy Entertainment Group, Ltd."
GXYYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,GALAXY ENTMT GRP U/ADR,China,"Galaxy Entertainment Group, Ltd."
GYNAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GUYANA GOLDSTRIKE INC,Canada,"Guyana Goldstrike, Inc."
GYOG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,GREEN ENE ENTERPRISES INC,USA,"Green Energy Enterprises, Inc."
